Chromosome,strand,trans-spliced position,percent SL2,binomial exact p-value for the percent SL2,number of reads,number of SL1 reads,number of total SL2 reads (SL2+SL2 variant reads),number of SL2 variant reads,non-trans-spliced reads at this position,"type of trans-splice site (gene, cis, other)",gene name,gene rank (within operon),position of first AUG,average exp of the gene (dcpm),distance to upstream gene 3' end,position of the upstream gene 3' end,length of 5' UTR (trans-splice site to first AUG),position of the closest annotated 5' end,distance from the closest annotated 5' end to trans-splice site,distance from the closest annotated 5' end to first AUG downstream of trans-splice site
X,-,16819183,0.0,1.73472e-18,59,59,0,0,1,gene,F41G4.3,0,16819182,0.248431,4760,16823943,1,16819183,0,-1
X,-,16813571,0.0010929,0.0,915,914,1,0,2,gene,F41G4.2,0,16813568,2.0099,2608,16816179,3,16813568,3,0
X,-,16807030,0.0,2.32831e-10,32,32,0,0,4,gene,T01C8.7,0,16807029,0.0517843,346,16807376,1,16807030,0,-1
X,-,16793041,0.00272851,0.0,2199,2193,6,5,1,gene,T01C8.5,0,16793027,2.73062,10242,16803283,14,16793041,0,-14
X,-,16770413,0.00253165,0.0,395,394,1,1,0,gene,C10E2.6,0,16770410,2.10652,9661,16780074,3,16770413,0,-3
X,-,16753443,0.0,0.000244141,12,12,0,0,1,gene,C10E2.5,0,16753395,0.0172736,13678,16767121,48,16753588,-145,-193
X,-,16677638,0.00262927,0.0,10269,10242,27,20,586,gene,F22H10.3,0,16677622,23.5193,6580,16684218,16,16677640,-2,-18
X,-,16674806,0.0,0.25,2,2,0,0,1,gene,F43B10.2,0,16674783,0.578213,2486,16677292,23,16674647,159,136
X,-,16674678,0.0,8.88178e-16,50,50,0,0,6,gene,F43B10.2,0,16674647,0.578213,2614,16677292,31,16674647,31,0
X,-,16654420,0.0,1.13687e-13,43,43,0,0,2,gene,C06G1.6,0,16654398,None,6536,16660956,22,16654398,22,0
X,-,16643473,0.0,5.68434e-14,44,44,0,0,0,gene,C06G1.5,0,16643417,0.546453,8547,16652020,56,16642976,497,441
X,-,16609439,0.0031746,0.0,315,314,1,1,0,gene,F59C12.3,0,16609434,0.738574,28673,16638112,5,16609439,0,-5
X,-,16553802,0.0,1.38778e-17,56,56,0,0,0,gene,K08B5.2,0,16553791,0.246994,48586,16602388,11,16553791,11,0
X,-,16413222,0.0,0.0,234,234,0,0,0,gene,T24D11.1,0,16413155,0.447027,42186,16455408,67,16413222,0,-67
X,-,16403106,0.0,2.24208e-44,145,145,0,0,3,gene,F01G12.6,0,16403104,1.15632,3015,16406121,2,16403104,2,0
X,-,16389407,0.0,1.52588e-05,16,16,0,0,1,gene,F01G12.5,0,16389243,5.24039,7659,16397066,164,16389407,0,-164
X,-,16317645,0.00626959,0.0,319,317,2,1,0,gene,T01B4.3,0,16317645,0.44982,62868,16380513,0,16317647,-2,-2
X,-,16286697,0.0,0.0,488,488,0,0,2,gene,F52E10.4,0,16286673,0.624252,28141,16314838,24,16286673,24,0
X,-,16269977,0.0,6.16298e-33,107,107,0,0,0,gene,F52E10.5,0,16269966,0.58476,12742,16282719,11,16269971,6,-5
X,-,16265601,0.000887311,0.0,1127,1126,1,1,1,gene,W10G6.3,0,16265596,1.67984,1511,16267112,5,16265601,0,-5
X,-,16260043,0.00854701,7.04168e-34,117,116,1,1,0,gene,W10G6.2,0,16260035,0.520654,2167,16262210,8,16260043,0,-8
X,-,16240617,0.0,5.82077e-11,34,34,0,0,0,gene,F23A7.6,0,16240611,None,7043,16247660,6,16240611,6,0
X,-,16210565,0.00130208,0.0,768,767,1,1,7,gene,R11.4,0,16210534,1.07704,26541,16237106,31,16210566,-1,-32
X,-,16146939,0.0,0.0,150,150,0,0,0,gene,F09C8.2,0,16146854,1.28848,12624,16159563,85,16146939,0,-85
X,-,16128732,0.00181159,0.0,1104,1102,2,1,4,gene,ZK1073.1,0,16128730,2.23507,11689,16140421,2,16128732,0,-2
X,-,16079697,0.0,0.25,2,2,0,0,1,gene,C30F2.2,0,16079675,0.101572,44163,16123860,22,16079697,0,-22
X,-,16075618,0.004914,0.0,407,405,2,2,1,gene,C30F2.4,0,16075584,1.23545,1073,16076691,34,16075584,34,0
X,-,16058855,0.0333333,2.79397e-08,30,29,1,1,0,gene,T27A8.2,0,16058850,0.119562,5221,16064076,5,16058855,0,-5
X,-,16039449,0.0,0.015625,6,6,0,0,27,gene,B0395.3,0,16039404,1.37639,18191,16057640,45,16039430,19,-26
X,-,16039424,0.0,9.31323e-10,30,30,0,0,54,gene,B0395.3,0,16039404,1.37639,18216,16057640,20,16039430,-6,-26
X,-,16039147,0.0,0.0,161,161,0,0,13,gene,B0395.3,0,16039141,1.37639,18493,16057640,6,16039147,0,-6
X,-,15996852,0.0,1.73472e-18,59,59,0,0,0,gene,C09G1.4,0,15996838,0.22308,16670,16013522,14,15996853,-1,-15
X,-,15939240,0.0,1.65436e-24,79,79,0,0,0,gene,E03G2.2,0,15939240,0.196012,26787,15966027,0,15939242,-2,-2
X,-,15887510,0.00662252,5.32493e-44,151,150,1,1,0,gene,F53H4.3,0,15887505,0.477487,28105,15915615,5,15887564,-54,-59
X,-,15865837,0.0196078,2.26485e-14,51,50,1,1,0,gene,F53H4.1,0,15865831,0.17773,19689,15885526,6,15865831,6,0
X,-,15860525,0.1875,0.000210989,32,26,6,4,0,gene,F53H4.6,0,15860520,0.0559007,688,15861213,5,15860527,-2,-7
X,-,15847512,0.0263158,3.77194e-20,76,74,2,1,1,gene,F59F4.3,0,15847503,0.318149,4987,15852499,9,15847508,4,-5
X,-,15838465,0.0,0.0,276,276,0,0,0,gene,F59F4.1,0,15838444,0.525278,3880,15842345,21,15838465,0,-21
X,-,15799619,0.0,6.61744e-24,77,77,0,0,0,gene,Y7A5A.6,0,15799615,0.123628,1591,15801210,4,15799615,4,0
X,-,15794992,0.0,0.125,3,3,0,0,2,gene,Y7A5A.10,0,15794970,0.0153288,2170,15797162,22,15794856,136,114
X,-,15772655,0.0,3.08149e-33,108,108,0,0,3,gene,Y7A5A.2,1,15772649,0.0820164,4363,15777018,6,15772655,0,-6
X,-,15771413,0.0294118,0.0,340,330,10,7,6,gene,Y7A5A.1,2,15771411,1.35805,214,15771627,2,15771413,0,-2
X,-,15757189,0.0,0.0,354,354,0,0,2,gene,ZK678.5,0,15757184,0.67657,539,15757728,5,15757189,0,-5
X,-,15675642,0.0,4.59177e-41,134,134,0,0,1,gene,F59D12.2,0,15675579,0.226485,61120,15736762,63,15675642,0,-63
X,-,15651272,0.0,0.5,1,1,0,0,1,gene,F59D12.3,0,15651265,0.0146021,21018,15672290,7,15650825,447,440
X,-,15647289,0.00682594,0.0,293,291,2,2,50,gene,F59D12.5,0,15647277,0.347392,892,15648181,12,15647277,12,0
X,-,15630360,0.00263158,0.0,380,379,1,0,0,gene,K09E9.4,0,15630336,0.592987,15940,15646300,24,15630336,24,0
X,-,15616439,0.00234192,0.0,427,426,1,1,34,gene,K09E9.2,1,15616434,0.799655,11647,15628086,5,15616439,0,-5
X,-,15613711,0.00512821,0.0,195,194,1,1,1,gene,K09E9.3,2,15613680,0.478811,1,15613712,31,15613711,0,-31
X,-,15606555,0.0,0.0,163,163,0,0,0,gene,K09A9.2,0,15606536,1.7005,5189,15611744,19,15606555,0,-19
X,-,15590317,0.00175516,0.0,2279,2275,4,3,0,gene,K09A9.5,0,15590311,4.51632,5784,15596101,6,15590317,0,-6
X,-,15546968,0.0,0.0078125,7,7,0,0,4,gene,C02C6.3,0,15546923,1.18216,39771,15586739,45,15546968,0,-45
X,-,15507800,0.0059952,0.0,834,829,5,4,4,gene,H13N06.5,0,15507784,3.2946,38834,15546634,16,15507800,0,-16
X,-,15504288,0.0,0.0,437,437,0,0,3,gene,H13N06.6,0,15504209,0.830096,1647,15505935,79,15504288,0,-79
X,-,15503307,0.0,0.0625,4,4,0,0,0,gene,H13N06.6,0,15503303,0.830096,2628,15505935,4,15503307,0,-4
X,-,15477323,0.0,7.62939e-06,17,17,0,0,0,gene,C46E1.3,0,15477322,0.0260077,22853,15500176,1,15477322,1,0
X,-,15428175,0.0,1.52588e-05,16,16,0,0,0,gene,F39D8.4,0,15428009,0.0636853,1669,15429844,166,15428009,166,0
X,-,15377736,0.0652174,2.15721e-10,46,43,3,0,0,gene,C33A11.4,0,15377726,0.467397,31326,15409062,10,15377604,132,122
X,-,15317159,0.0,1.52588e-05,16,16,0,0,0,gene,Y15E3A.2,0,15317137,0.0473126,5007,15322166,22,15317137,22,0
X,-,15273647,0.0,3.00927e-36,118,118,0,0,7,gene,F46F2.2,0,15273611,1.70169,6458,15280105,36,15273647,0,-36
X,-,15246311,0.0,4.33681e-19,61,61,0,0,5,gene,F39B1.1,0,15246284,0.371926,13187,15259498,27,15246284,27,0
X,-,15230547,0.0,1.11022e-16,53,53,0,0,2,gene,H03A11.2,0,15230540,0.220442,4201,15234748,7,15230540,7,0
X,-,15213178,0.00456621,0.0,219,218,1,1,0,gene,H03A11.1,0,15213151,0.69063,12676,15225854,27,15213178,0,-27
X,-,15199059,0.0,2.98023e-08,25,25,0,0,0,gene,T10B10.5,0,15199055,0.0720873,10149,15209208,4,15199055,4,0
X,-,15181383,0.0,0.0,154,154,0,0,7,gene,T10B10.3,0,15181373,0.729943,11648,15193031,10,15181383,0,-10
X,-,15166140,0.0,5.68434e-14,44,44,0,0,4,gene,T10B10.8,0,15166135,0.287243,8810,15174950,5,15166135,5,0
X,-,15147658,0.0,6.10352e-05,14,14,0,0,0,gene,R07D5.1,0,15147563,0.359061,9622,15157280,95,15147658,0,-95
X,-,15142322,0.0,4.44089e-16,51,51,0,0,1,gene,C11G10.2,0,15142288,0.0808281,14958,15157280,34,15142322,0,-34
X,-,15116534,0.0,0.015625,6,6,0,0,1,gene,R07D5.2,0,15116528,0.0582008,4246,15120780,6,15116536,-2,-8
X,-,15107703,0.0,5.68434e-14,44,44,0,0,150,gene,F09B12.1,0,15107659,1.14095,2070,15109773,44,15107659,44,0
X,-,15107687,0.0,0.0,376,376,0,0,324,gene,F09B12.1,0,15107659,1.14095,2086,15109773,28,15107659,28,0
X,-,15100335,0.0277778,6.29104e-28,108,105,3,2,1,gene,F09B12.2,0,15100323,0.633942,1367,15101702,12,15100323,12,0
X,-,15084004,0.0,0.125,3,3,0,0,0,gene,H40L08.1,0,15084000,0.712668,9477,15093481,4,15084004,0,-4
X,-,15056746,0.0,2.38419e-07,22,22,0,0,0,gene,H03G16.5,0,15056740,0.0531479,1679,15058425,6,15056740,6,0
X,-,15040520,0.0,2.06795e-25,82,82,0,0,10,gene,C18B12.4,0,15040515,1.76008,2354,15042874,5,15040520,0,-5
X,-,15007226,0.0,0.0625,4,4,0,0,2,gene,C18B12.6,1,15007171,0.334354,23874,15031100,55,15007226,0,-55
X,-,15003859,0.675141,1.04878e-11,354,115,239,137,10,gene,F20D1.9,2,15003841,1.30505,191,15004050,18,15003750,109,91
X,-,14999118,0.0,0.00012207,13,13,0,0,0,gene,F20D1.8,0,14999027,0.16381,2835,15001953,91,14999045,73,-18
X,-,14991298,0.0,7.45058e-09,27,27,0,0,0,gene,F20D1.7,0,14991291,0.0878129,3372,14994670,7,14991298,0,-7
X,-,14970189,0.0105079,0.0,571,565,6,4,1,gene,F20D1.1,0,14970170,2.86751,10632,14980821,19,14970189,0,-19
X,-,14954564,0.0,0.015625,6,6,0,0,0,gene,F45B8.4,0,14954439,0.140178,5895,14960459,125,14954439,125,0
X,-,14946235,0.00259291,0.0,1157,1154,3,3,0,gene,F14F4.3,0,14946235,1.28524,4432,14950667,0,14946235,0,0
X,-,14928861,0.0,0.00195312,9,9,0,0,0,gene,F14F4.1,0,14928852,0.0247639,9552,14938413,9,14928852,9,0
X,-,14928853,0.0,0.00012207,13,13,0,0,13,gene,F14F4.1,0,14928852,0.0247639,9560,14938413,1,14928852,1,0
X,-,14905162,0.0,7.45058e-09,27,27,0,0,2,gene,Y70D2A.2,0,14905147,0.168013,19772,14924934,15,14905180,-18,-33
X,-,14872786,0.0,2.91038e-11,35,35,0,0,0,gene,F31F6.3,0,14872780,0.0451327,29022,14901808,6,14872780,6,0
X,-,14868225,0.0,2.32831e-10,32,32,0,0,0,gene,F31F6.1,0,14868219,0.112768,712,14868937,6,14868219,6,0
X,-,14853681,0.0135135,0.0,222,219,3,3,0,gene,C27C12.1,0,14853673,0.275281,3534,14857215,8,14853673,8,0
X,-,14824459,0.00451467,0.0,443,441,2,2,1,gene,T04C10.1,0,14824453,1.07339,1501,14825960,6,14824459,0,-6
X,-,14818426,0.0105634,0.0,852,843,9,8,0,gene,T04C10.2,0,14818413,4.06335,1401,14819827,13,14818426,0,-13
X,-,14760833,0.0,0.00390625,8,8,0,0,13,gene,C05G5.5,0,14760803,0.110947,1016,14761849,30,14760882,-49,-79
X,-,14751930,0.00564972,0.0,177,176,1,0,3,gene,C05G5.3,0,14751921,0.249708,4048,14755978,9,14751930,0,-9
X,-,14744215,0.08,8.9407e-06,25,23,2,2,1,gene,C05G5.7,0,14744129,None,6553,14750768,86,14743699,516,430
X,-,14743749,0.016791,0.0,536,527,9,4,34,gene,C05G5.7,0,14743717,None,130,14743879,32,14743699,50,18
X,-,14739855,0.0,0.0078125,7,7,0,0,0,gene,C05G5.1,0,14739779,0.25332,3655,14743510,76,14739855,0,-76
X,-,14737397,0.0,7.10543e-15,47,47,0,0,1,gene,C05G5.1,0,14737294,0.25332,6113,14743510,103,14737397,0,-103
X,-,14706776,0.00161117,0.0,1862,1859,3,1,1,gene,F40E10.6,0,14706774,3.87765,19768,14726544,2,14706776,0,-2
X,-,14692919,0.0,2.84217e-14,45,45,0,0,1,gene,F40E10.2,0,14692915,0.319498,3417,14696336,4,14692915,4,0
X,-,14636385,0.0,2.38419e-07,22,22,0,0,1,gene,F54E4.3,0,14636327,0.670732,4907,14641292,58,14636327,58,0
X,-,14636341,0.00293255,0.0,341,340,1,1,5,gene,F54E4.3,0,14636327,0.670732,4951,14641292,14,14636327,14,0
X,-,14599073,0.0,3.8147e-06,18,18,0,0,1,gene,C44H4.6,0,14599072,0.0562404,26431,14625504,1,14599081,-8,-9
X,-,14589023,0.0,7.34684e-40,130,130,0,0,0,gene,C44H4.4,0,14589008,0.49948,7304,14596327,15,14589009,14,-1
X,-,14514993,0.00393701,0.0,254,253,1,1,2,gene,D1025.2,0,14514991,0.884247,9681,14524674,2,14515001,-8,-10
X,-,14503780,0.0,0.0,161,161,0,0,1,gene,M163.1,0,14503744,2.16635,7399,14511179,36,14503833,-53,-89
X,-,14455439,0.0,5.60519e-45,147,147,0,0,33,gene,Y66C5A.1,0,14455425,0.211404,46967,14502406,14,14455425,14,0
X,-,14453755,0.0014039,0.0,7123,7113,10,8,421,gene,F23D12.7,0,14453752,11.7547,852,14454607,3,14453766,-11,-14
X,-,14428065,0.0,0.5,1,1,0,0,0,gene,F23D12.1,0,14428025,0.537835,3717,14431782,40,14428072,-7,-47
X,-,14424620,0.0,0.5,1,1,0,0,890,gene,F23D12.11,0,14424618,None,648,14425268,2,14424669,-49,-51
X,-,14421499,0.0,0.0625,4,4,0,0,0,gene,F23D12.2,0,14421490,0.0258442,2293,14423792,9,14421392,107,98
X,-,14415659,0.727273,0.0805664,11,3,8,6,0,gene,F23D12.10,0,14415586,None,385,14416044,73,14415666,-7,-80
X,-,14412791,0.25,0.109375,8,6,2,2,0,gene,T14C1.3,0,14412775,None,706,14413497,16,14412775,16,0
X,-,14381824,0.0,0.000244141,12,12,0,0,1,gene,Y60A9.2,0,14381811,None,11438,14393262,13,14381811,13,0
X,-,14358985,0.0,2.98023e-08,25,25,0,0,0,gene,K04G11.5,0,14358976,0.118159,17888,14376873,9,14358985,0,-9
X,-,14347518,0.0,1.11022e-16,53,53,0,0,8,gene,K04G11.3,0,14347494,0.0713723,5695,14353213,24,14347494,24,0
X,-,14340401,0.0136986,1.18662e-40,146,144,2,1,4,gene,K04G11.2,0,14340392,0.456015,4801,14345202,9,14340401,0,-9
X,-,14340356,0.0,8.67362e-19,60,60,0,0,40,gene,K04G11.2,0,14340356,0.456015,4846,14345202,0,14340401,-45,-45
X,-,14320318,0.00173913,0.0,575,574,1,1,0,gene,C11H1.9,0,14320261,0.614455,12340,14332658,57,14320318,0,-57
X,-,14311603,0.00328947,0.0,304,303,1,1,0,gene,C11H1.3,1,14311589,0.676858,6437,14318040,14,14311603,0,-14
X,-,14307687,0.980392,2.26485e-14,51,1,50,31,0,gene,C11H1.2,2,14307674,0.152138,93,14307780,13,14307687,0,-13
X,-,14303094,0.0,3.8147e-06,18,18,0,0,0,gene,C11H1.5,0,14303060,0.114116,1758,14304852,34,14303060,34,0
X,-,14296578,0.0224719,6.32664e-24,89,87,2,2,0,gene,C11H1.8,0,14296576,0.668585,1434,14298012,2,14296576,2,0
X,-,14291230,0.0114943,0.0,174,172,2,0,5,gene,E02H4.3,0,14290860,0.795075,6782,14298012,370,14291230,0,-370
X,-,14291207,0.0,0.5,1,1,0,0,387,gene,E02H4.3,0,14290860,0.795075,6805,14298012,347,14291230,-23,-370
X,-,14281544,0.0,0.015625,6,6,0,0,0,gene,E02H4.2,0,14281519,0.00939963,3132,14284676,25,14281519,25,0
X,-,14255174,0.0,0.00390625,8,8,0,0,0,gene,E02H4.5,0,14255052,0.02124,7898,14263072,122,14255052,122,0
X,-,14252057,0.00442478,0.0,226,225,1,1,0,gene,E02H4.6,0,14252057,0.22013,1819,14253876,0,14252057,0,0
X,-,14246533,0.0,2.84217e-14,45,45,0,0,0,gene,K04C1.4,0,14246532,0.109139,3900,14250433,1,14246532,1,0
X,-,14243316,0.0114943,5.62224e-25,87,86,1,0,0,gene,K04C1.3,0,14243314,0.21297,2229,14245545,2,14243316,0,-2
X,-,14209076,0.0,0.125,3,3,0,0,0,gene,C37E2.5,0,14209010,0.588043,10163,14219239,66,14209074,2,-64
X,-,14199652,0.0,1.57772e-30,99,99,0,0,0,gene,C37E2.5,0,14199650,0.588043,19587,14219239,2,14199652,0,-2
X,-,14185520,0.0,3.15544e-30,98,98,0,0,1,gene,C37E2.4,0,14185463,0.200124,11773,14197293,57,14185518,2,-55
X,-,14173310,0.0045208,0.0,1106,1101,5,4,1,gene,C37E2.1,0,14173309,2.68369,9837,14183147,1,14173310,0,-1
X,-,14169540,0.0127389,0.0,314,310,4,2,72,gene,R03E1.1,1,14169527,0.80356,1189,14170729,13,14169540,0,-13
X,-,14164427,0.894765,0.0,1853,195,1658,962,0,gene,R03E1.2,2,14164426,5.39582,128,14164555,1,14164427,0,-1
X,-,14140022,0.0,0.0625,4,4,0,0,0,gene,F28H6.3,0,14139991,0.00620953,15012,14155034,31,14139991,31,0
X,-,14134263,0.0,1.19209e-07,23,23,0,0,1,gene,F28H6.8,0,14134210,0.0372523,3756,14138019,53,14134210,53,0
X,-,14125800,0.0,0.0,229,229,0,0,0,gene,F28H6.6,0,14125795,0.239568,7989,14133789,5,14125795,5,0
X,-,14125694,1.0,0.5,1,0,1,0,0,gene,F28H6.6,0,14125664,0.239568,8095,14133789,30,14125795,-101,-131
X,-,14098583,0.0277778,5.41254e-19,72,70,2,1,0,gene,F16B12.4,0,14098576,0.351186,12599,14111182,7,14098576,7,0
X,-,14084239,0.0,0.0,210,210,0,0,0,gene,C33G3.6,0,14084236,0.239286,11424,14095663,3,14084239,0,-3
X,-,14067905,0.00507614,0.0,197,196,1,0,0,gene,C33G3.3,0,14067905,1.34857,8332,14076237,0,14067905,0,0
X,-,13995755,0.0,0.0,239,239,0,0,0,gene,C31E10.5,0,13995726,0.446699,7186,14002941,29,13995755,0,-29
X,-,13980434,0.0,0.00195312,9,9,0,0,0,gene,F48F7.7,0,13980427,0.0368873,3489,13983923,7,13980427,7,0
X,-,13980429,0.0,0.000488281,11,11,0,0,0,gene,F48F7.7,0,13980427,0.0368873,3494,13983923,2,13980427,2,0
X,-,13969336,0.0,0.125,3,3,0,0,0,gene,F48F7.4,0,13969283,0.685477,9761,13979097,53,13969489,-153,-206
X,-,13929556,0.00246914,0.0,405,404,1,1,0,gene,K02B9.1,0,13929535,0.942777,36090,13965646,21,13929553,3,-18
X,-,13926051,0.383838,0.00554637,99,61,38,28,0,gene,K02B9.2,0,13926030,0.187197,907,13926958,21,13926098,-47,-68
X,-,13917093,0.0142857,6.98093e-39,140,138,2,1,0,gene,Y26E6A.1,0,13917091,0.440217,5471,13922564,2,13917095,-2,-4
X,-,13912900,0.0967742,2.09315e-06,31,28,3,2,0,gene,Y26E6A.2,0,13912891,0.10524,1824,13914724,9,13912902,-2,-11
X,-,13909817,0.0227273,0.0,176,172,4,4,106,gene,Y26E6A.3,0,13909808,0.406286,1028,13910845,9,13909860,-43,-52
X,-,13900071,0.0,0.5,1,1,0,0,0,gene,T21H8.3,0,13900069,0.000349842,913,13900984,2,13900069,2,0
X,-,13893301,0.0,0.25,2,2,0,0,1,gene,T21H8.2,0,13893267,0.0459804,4866,13898167,34,13893256,45,11
X,-,13893276,0.0,1.03398e-25,83,83,0,0,2,gene,T21H8.2,0,13893267,0.0459804,4891,13898167,9,13893256,20,11
X,-,13880942,0.0,1.12104e-44,146,146,0,0,1,gene,T21H8.5,0,13880936,0.704829,9796,13890738,6,13880936,6,0
X,-,13872672,0.0,0.5,1,1,0,0,0,gene,T21H8.1,0,13872664,1.08358,2010,13874682,8,13872672,0,-8
X,-,13864214,0.0,1.0842e-19,63,63,0,0,3,gene,M03B6.3,0,13864210,0.609892,746,13864960,4,13864214,0,-4
X,-,13809791,0.0,0.0,217,217,0,0,1,gene,ZK1086.1,0,13809684,0.545592,7706,13817497,107,13809779,12,-95
X,-,13803495,0.0,4.44089e-16,51,51,0,0,0,gene,ZK1086.1,0,13803493,0.545592,14002,13817497,2,13803493,2,0
X,-,13793545,0.0,0.000488281,11,11,0,0,0,gene,ZK1086.2,0,13793519,0.0303213,4595,13798140,26,13793519,26,0
X,-,13770480,0.00763359,0.0,524,520,4,2,7,gene,F55F3.3,0,13770434,3.22003,19152,13789632,46,13770480,0,-46
X,-,13711928,0.0,6.01853e-36,117,117,0,0,1,gene,K02D3.2,0,13711888,0.140455,7140,13719068,40,13711885,43,3
X,-,13668748,0.00684932,1.63672e-42,146,145,1,1,0,gene,C04A11.2,0,13668618,0.204257,39791,13708539,130,13668732,16,-114
X,-,13631086,0.0169492,1.02349e-16,59,58,1,0,0,gene,C40C9.5,0,13631039,0.354148,11180,13642266,47,13631037,49,2
X,-,13621648,0.00385604,0.0,778,775,3,3,2,gene,Y12A6A.1,0,13621642,1.06933,3692,13625340,6,13621648,0,-6
X,-,13621590,0.0,0.0625,4,4,0,0,25,gene,Y12A6A.1,0,13621497,1.06933,3750,13625340,93,13621648,-58,-151
X,-,13603840,0.0,3.63798e-12,38,38,0,0,24,gene,F54B11.8,0,13603838,0.0527601,16021,13619861,2,13603838,2,0
X,-,13595988,0.00806452,5.83045e-36,124,123,1,1,1,gene,F54B11.5,0,13595987,0.593761,6781,13602769,1,13595987,1,0
X,-,13569874,0.0,2.38419e-07,22,22,0,0,0,gene,R01E6.7,0,13569850,0.0747668,24165,13594039,24,13569874,0,-24
X,-,13556086,0.0,2.06795e-25,82,82,0,0,0,gene,R01E6.6,0,13556076,0.158835,9319,13565405,10,13556085,1,-9
X,-,13525743,0.0,2.93874e-39,128,128,0,0,2,gene,F18H3.3,0,13525739,5.15315,273,13526016,4,13525743,0,-4
X,-,13518831,0.0,8.67362e-19,60,60,0,0,0,gene,F18H3.5,0,13518824,0.538155,3351,13522182,7,13518824,7,0
X,-,13500582,0.2,0.0138855,15,12,3,3,0,gene,F15A2.6,0,13500506,0.285004,9376,13509958,76,13500570,12,-64
X,-,13477368,0.0,3.8147e-06,18,18,0,0,0,gene,F15A2.5,0,13477365,0.0425099,1173,13478541,3,13476902,466,463
X,-,13456464,0.0,0.03125,5,5,0,0,19,gene,F02D10.5,0,13456455,0.136821,442,13456906,9,13456464,0,-9
X,-,13456416,0.0,0.125,3,3,0,0,5,gene,F02D10.5,0,13456412,0.136821,490,13456906,4,13456464,-48,-52
X,-,13451600,0.0384615,3.8743e-07,26,25,1,1,0,gene,F02D10.6,0,13451593,0.0842135,995,13452595,7,13451593,7,0
X,-,13419824,0.00293902,0.0,1361,1357,4,1,240,gene,C29F7.3,0,13419818,1.73775,1922,13421746,6,13419826,-2,-8
X,-,13395018,0.0,0.0625,4,4,0,0,1,gene,F02C12.4,0,13394993,0.0236327,3002,13398020,25,13395027,-9,-34
X,-,13387550,0.0,0.00012207,13,13,0,0,10,gene,C49F8.3,0,13387542,3.20813,4288,13391838,8,13387469,81,73
X,-,13387469,0.00369914,0.0,811,808,3,2,27,gene,C49F8.3,0,13387464,3.20813,4369,13391838,5,13387469,0,-5
X,-,13376913,0.0,0.0,161,161,0,0,1,gene,C49F8.2,0,13376870,0.206183,8886,13385799,43,13376913,0,-43
X,-,13364916,0.00628931,0.0,159,158,1,1,2,gene,C49F8.1,0,13364848,0.2512,6547,13371463,68,13365215,-299,-367
X,-,13350725,0.0047619,0.0,1680,1672,8,6,1,gene,F46G10.6,0,13350711,2.8294,10399,13361124,14,13350725,0,-14
X,-,13311668,0.0,0.00390625,8,8,0,0,5096,gene,F46G10.1,0,13311647,4.12884,37891,13349559,21,13311704,-36,-57
X,-,13290550,0.00954654,0.0,419,415,4,2,1,gene,R04D3.3,1,13290547,0.56885,2784,13293334,3,13290549,1,-2
X,-,13288736,0.9,4.67042e-24,140,14,126,96,0,gene,R04D3.4,2,13288726,0.227385,101,13288837,10,13288729,7,-3
X,-,13286554,0.031746,0.0,252,244,8,8,1,gene,R04D3.2,0,13286551,0.407187,1140,13287694,3,13286554,0,-3
X,-,13278919,0.0,0.0078125,7,7,0,0,0,gene,K09A11.5,0,13278897,0.00545432,3096,13282015,22,13278897,22,0
X,-,13234899,0.0,7.27596e-12,37,37,0,0,0,gene,K08H2.2,0,13234878,0.0829412,6129,13241028,21,13234878,21,0
X,-,13232275,0.0,0.00195312,9,9,0,0,0,gene,K08H2.9,0,13232265,0.0222793,1744,13234019,10,13232249,26,16
X,-,13226597,0.0,0.0,994,994,0,0,1,gene,K08H2.1,0,13226585,1.55416,1830,13228427,12,13226585,12,0
X,-,13224652,0.0,0.5,1,1,0,0,0,gene,R12H7.3,1,13224629,1.25255,1078,13225730,23,13224629,23,0
X,-,13224633,0.00126103,0.0,793,792,1,0,12,gene,R12H7.3,1,13224629,1.25255,1097,13225730,4,13224629,4,0
X,-,13223467,0.884731,0.0,668,77,591,247,1,gene,R12H7.5,2,13223458,0.854878,2263,13225730,9,13223467,0,-9
X,-,13178368,0.0,0.0,207,207,0,0,6,gene,F48C11.3,0,13178338,1.51881,3861,13182229,30,13178375,-7,-37
X,-,13169996,0.00724638,3.96041e-40,138,137,1,1,50,gene,F09A5.4,0,13169995,1.99445,7781,13177777,1,13169996,0,-1
X,-,13161396,0.0119048,4.3427e-24,84,83,1,0,0,gene,F09A5.4,0,13161388,1.99445,16381,13177777,8,13161396,0,-8
X,-,13155728,0.00446429,0.0,448,446,2,2,4,gene,F09A5.4,0,13155710,1.99445,22049,13177777,18,13155728,0,-18
X,-,13122211,0.0,4.76837e-07,21,21,0,0,2,gene,F17H10.3,0,13122201,0.459896,30529,13152740,10,13122211,0,-10
X,-,13119136,0.0,0.0,175,175,0,0,0,gene,F17H10.3,0,13119070,0.459896,33604,13152740,66,13119136,0,-66
X,-,13068158,0.0142857,5.92923e-20,70,69,1,0,0,gene,K03A11.2,0,13068104,0.092348,26320,13094478,54,13068104,54,0
X,-,13021957,0.0,3.72529e-09,28,28,0,0,0,gene,C53C7.1,0,13021944,0.0574597,45249,13067206,13,13021944,13,0
X,-,12989128,0.00838926,0.0,596,591,5,5,7,gene,F11C1.1,1,12989128,0.576931,29362,13018490,0,12989233,-105,-105
