chr	source	feature	start	end	score	strand	frame	gene_name	gene_id	gene_version	gene_source	gene_biotype	transcript_id	transcript_source	transcript_biotype	exon_number	exon_id
V	WormBase	CDS	1018403	1018505	.	-	1	R09A1.2	WBGene00019972	1	WormBase	protein_coding	R09A1.2c.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	1018400	1018402	.	-	0	R09A1.2	WBGene00019972	1	WormBase	protein_coding	R09A1.2c.1	WormBase	protein_coding	4	
V	WormBase	five_prime_utr	1019921	1019977	.	-	.	R09A1.2	WBGene00019972	1	WormBase	protein_coding	R09A1.2c.1	WormBase	protein_coding		
V	WormBase	five_prime_utr	1019447	1019471	.	-	.	R09A1.2	WBGene00019972	1	WormBase	protein_coding	R09A1.2c.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	1018340	1018399	.	-	.	R09A1.2	WBGene00019972	1	WormBase	protein_coding	R09A1.2c.1	WormBase	protein_coding		
V	WormBase	gene	1023782	1027073	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding					
V	WormBase	transcript	1023782	1027073	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding		
V	WormBase	exon	1027000	1027073	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	1	R09A1.3.1.e1
V	WormBase	CDS	1027000	1027065	.	-	0	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1027063	1027065	.	-	0	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	1	
V	WormBase	exon	1026847	1026935	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	2	R09A1.3.1.e2
V	WormBase	CDS	1026847	1026935	.	-	0	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	2	
V	WormBase	exon	1025809	1026044	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	3	R09A1.3.1.e3
V	WormBase	CDS	1025809	1026044	.	-	1	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	3	
V	WormBase	exon	1025595	1025761	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	4	R09A1.3.1.e4
V	WormBase	CDS	1025595	1025761	.	-	2	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	4	
V	WormBase	exon	1024340	1024633	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	5	R09A1.3.1.e5
V	WormBase	CDS	1024340	1024633	.	-	0	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	5	
V	WormBase	exon	1023782	1023943	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	6	R09A1.3.1.e6
V	WormBase	CDS	1023845	1023943	.	-	0	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	6	
V	WormBase	stop_codon	1023842	1023844	.	-	0	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding	6	
V	WormBase	five_prime_utr	1027066	1027073	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	1023782	1023841	.	-	.	R09A1.3	WBGene00019973	1	WormBase	protein_coding	R09A1.3.1	WormBase	protein_coding		
V	WormBase	gene	1027904	1033385	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding					
V	WormBase	transcript	1027904	1031652	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding		
V	WormBase	exon	1031529	1031652	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	1	R09A1.5a.1.e1
V	WormBase	CDS	1031529	1031584	.	-	0	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1031582	1031584	.	-	0	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	1	
V	WormBase	exon	1029706	1029822	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	2	R09A1.5a.1.e2
V	WormBase	CDS	1029706	1029822	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	2	
V	WormBase	exon	1029170	1029235	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	3	R09A1.5a.1.e3
V	WormBase	CDS	1029170	1029235	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	3	
V	WormBase	exon	1028506	1028568	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	4	R09A1.5a.1.e4
V	WormBase	CDS	1028506	1028568	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	4	
V	WormBase	exon	1027904	1028161	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	5	R09A1.5a.1.e5
V	WormBase	CDS	1028149	1028161	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	5	
V	WormBase	stop_codon	1028146	1028148	.	-	0	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding	5	
V	WormBase	five_prime_utr	1031585	1031652	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	1027904	1028145	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5a.1	WormBase	protein_coding		
V	WormBase	transcript	1028146	1033385	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding		
V	WormBase	exon	1033330	1033385	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	1	R09A1.5b.1.e1
V	WormBase	CDS	1033330	1033385	.	-	0	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1033383	1033385	.	-	0	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	1	
V	WormBase	exon	1029706	1029822	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	2	R09A1.5a.1.e2
V	WormBase	CDS	1029706	1029822	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	2	
V	WormBase	exon	1029170	1029235	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	3	R09A1.5a.1.e3
V	WormBase	CDS	1029170	1029235	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	3	
V	WormBase	exon	1028506	1028568	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	4	R09A1.5a.1.e4
V	WormBase	CDS	1028506	1028568	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	4	
V	WormBase	exon	1028146	1028161	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	5	R09A1.5b.1.e5
V	WormBase	CDS	1028149	1028161	.	-	1	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	5	
V	WormBase	stop_codon	1028146	1028148	.	-	0	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5b.1	WormBase	protein_coding	5	
V	WormBase	transcript	1028146	1029235	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5c	WormBase	ncRNA		
V	WormBase	exon	1029170	1029235	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5c	WormBase	ncRNA	1	R09A1.5c.e1
V	WormBase	exon	1028506	1028568	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5c	WormBase	ncRNA	2	R09A1.5c.e2
V	WormBase	exon	1028146	1028161	.	-	.	flp-34	WBGene00019975	1	WormBase	protein_coding	R09A1.5c	WormBase	ncRNA	3	R09A1.5c.e3
V	WormBase	gene	1039277	1039326	.	-	.	R09A1.6	WBGene00195716	1	WormBase	ncRNA					
V	WormBase	transcript	1039277	1039326	.	-	.	R09A1.6	WBGene00195716	1	WormBase	ncRNA	R09A1.6	WormBase	ncRNA		
V	WormBase	exon	1039277	1039326	.	-	.	R09A1.6	WBGene00195716	1	WormBase	ncRNA	R09A1.6	WormBase	ncRNA	1	R09A1.6.e1
V	WormBase	gene	1042692	1048580	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding					
V	WormBase	transcript	1042692	1048577	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding		
V	WormBase	exon	1048461	1048577	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	1	C02E11.1b.1.e1
V	WormBase	CDS	1048461	1048577	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1048575	1048577	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	1	
V	WormBase	exon	1048271	1048412	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	2	C02E11.1b.1.e2
V	WormBase	CDS	1048271	1048412	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	2	
V	WormBase	exon	1047503	1047915	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	3	C02E11.1a.1.e3
V	WormBase	CDS	1047503	1047915	.	-	2	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	3	
V	WormBase	exon	1046796	1047017	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	4	C02E11.1a.1.e4
V	WormBase	CDS	1046796	1047017	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	4	
V	WormBase	exon	1045958	1046746	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	5	C02E11.1a.1.e5
V	WormBase	CDS	1045958	1046746	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	5	
V	WormBase	exon	1044896	1045467	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	6	C02E11.1a.1.e6
V	WormBase	CDS	1044896	1045467	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	6	
V	WormBase	exon	1043823	1044846	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	7	C02E11.1a.1.e7
V	WormBase	CDS	1043823	1044846	.	-	1	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	7	
V	WormBase	exon	1042692	1043045	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	8	C02E11.1b.1.e8
V	WormBase	CDS	1042956	1043045	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	8	
V	WormBase	stop_codon	1042953	1042955	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding	8	
V	WormBase	three_prime_utr	1042692	1042952	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1b.1	WormBase	protein_coding		
V	WormBase	transcript	1042694	1048580	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding		
V	WormBase	exon	1048461	1048580	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	1	C02E11.1a.1.e1
V	WormBase	CDS	1048461	1048577	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1048575	1048577	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	1	
V	WormBase	exon	1048271	1048406	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	2	C02E11.1a.1.e2
V	WormBase	CDS	1048271	1048406	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	2	
V	WormBase	exon	1047503	1047915	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	3	C02E11.1a.1.e3
V	WormBase	CDS	1047503	1047915	.	-	2	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	3	
V	WormBase	exon	1046796	1047017	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	4	C02E11.1a.1.e4
V	WormBase	CDS	1046796	1047017	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	4	
V	WormBase	exon	1045958	1046746	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	5	C02E11.1a.1.e5
V	WormBase	CDS	1045958	1046746	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	5	
V	WormBase	exon	1044896	1045467	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	6	C02E11.1a.1.e6
V	WormBase	CDS	1044896	1045467	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	6	
V	WormBase	exon	1043823	1044846	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	7	C02E11.1a.1.e7
V	WormBase	CDS	1043823	1044846	.	-	1	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	7	
V	WormBase	exon	1042694	1043045	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	8	C02E11.1a.1.e8
V	WormBase	CDS	1042956	1043045	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	8	
V	WormBase	stop_codon	1042953	1042955	.	-	0	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding	8	
V	WormBase	five_prime_utr	1048578	1048580	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	1042694	1042952	.	-	.	nra-4	WBGene00015344	1	WormBase	protein_coding	C02E11.1a.1	WormBase	protein_coding		
V	WormBase	gene	1050126	1053014	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding					
V	WormBase	transcript	1050126	1053014	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding		
V	WormBase	exon	1052920	1053014	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	1	K10C9.4a.1.e1
V	WormBase	CDS	1052920	1053014	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1053012	1053014	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	1	
V	WormBase	exon	1052345	1052602	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	2	K10C9.4a.1.e2
V	WormBase	CDS	1052345	1052602	.	-	1	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	2	
V	WormBase	exon	1051491	1051689	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	3	K10C9.4a.1.e3
V	WormBase	CDS	1051491	1051689	.	-	1	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	3	
V	WormBase	exon	1050848	1051099	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	4	K10C9.4a.1.e4
V	WormBase	CDS	1050848	1051099	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	4	
V	WormBase	exon	1050126	1050293	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	5	K10C9.4a.1.e5
V	WormBase	CDS	1050129	1050293	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	5	
V	WormBase	stop_codon	1050126	1050128	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4a.1	WormBase	protein_coding	5	
V	WormBase	transcript	1050126	1053014	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding		
V	WormBase	exon	1052920	1053014	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	1	K10C9.4a.1.e1
V	WormBase	CDS	1052920	1053014	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1053012	1053014	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	1	
V	WormBase	exon	1052345	1052602	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	2	K10C9.4a.1.e2
V	WormBase	CDS	1052345	1052602	.	-	1	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	2	
V	WormBase	exon	1051491	1051689	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	3	K10C9.4a.1.e3
V	WormBase	CDS	1051491	1051689	.	-	1	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	3	
V	WormBase	exon	1050126	1050293	.	-	.	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	4	K10C9.4a.1.e5
V	WormBase	CDS	1050129	1050293	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	1050126	1050128	.	-	0	K10C9.4	WBGene00019625	1	WormBase	protein_coding	K10C9.4b.1	WormBase	protein_coding	4	
V	WormBase	gene	1054602	1055773	.	-	.	K10C9.9	WBGene00044515	1	WormBase	pseudogene					
V	WormBase	transcript	1054602	1055773	.	-	.	K10C9.9	WBGene00044515	1	WormBase	pseudogene	K10C9.9	WormBase	pseudogene		
V	WormBase	exon	1055630	1055773	.	-	.	K10C9.9	WBGene00044515	1	WormBase	pseudogene	K10C9.9	WormBase	pseudogene	1	K10C9.9.e1
V	WormBase	exon	1054713	1055123	.	-	.	K10C9.9	WBGene00044515	1	WormBase	pseudogene	K10C9.9	WormBase	pseudogene	2	K10C9.9.e2
V	WormBase	exon	1054602	1054663	.	-	.	K10C9.9	WBGene00044515	1	WormBase	pseudogene	K10C9.9	WormBase	pseudogene	3	K10C9.9.e3
V	WormBase	gene	1055204	1055281	.	-	.	K10C9.11	WBGene00197358	1	WormBase	ncRNA					
V	WormBase	transcript	1055204	1055281	.	-	.	K10C9.11	WBGene00197358	1	WormBase	ncRNA	K10C9.11	WormBase	ncRNA		
V	WormBase	exon	1055204	1055281	.	-	.	K10C9.11	WBGene00197358	1	WormBase	ncRNA	K10C9.11	WormBase	ncRNA	1	K10C9.11.e1
V	WormBase	gene	1055204	1055281	.	+	.	K10C9.12	WBGene00201957	1	WormBase	ncRNA					
V	WormBase	transcript	1055204	1055281	.	+	.	K10C9.12	WBGene00201957	1	WormBase	ncRNA	K10C9.12	WormBase	ncRNA		
V	WormBase	exon	1055204	1055281	.	+	.	K10C9.12	WBGene00201957	1	WormBase	ncRNA	K10C9.12	WormBase	ncRNA	1	K10C9.12.e1
V	WormBase	gene	1056548	1058987	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene					
V	WormBase	transcript	1056548	1058987	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene		
V	WormBase	exon	1058790	1058987	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene	1	K10C9.8.e1
V	WormBase	exon	1058576	1058742	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene	2	K10C9.8.e2
V	WormBase	exon	1058393	1058525	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene	3	K10C9.8.e3
V	WormBase	exon	1057754	1057897	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene	4	K10C9.8.e4
V	WormBase	exon	1056689	1057001	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene	5	K10C9.8.e5
V	WormBase	exon	1056548	1056636	.	-	.	str-224	WBGene00006255	1	WormBase	pseudogene	K10C9.8	WormBase	pseudogene	6	K10C9.8.e6
V	WormBase	gene	1061595	1067908	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding					
V	WormBase	transcript	1061595	1067908	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding		
V	WormBase	exon	1061595	1061880	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	1	K10C9.3.1.e1
V	WormBase	CDS	1061597	1061880	.	+	0	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1061597	1061599	.	+	0	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	1	
V	WormBase	exon	1061937	1062062	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	2	K10C9.3.1.e2
V	WormBase	CDS	1061937	1062062	.	+	1	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	2	
V	WormBase	exon	1065111	1065264	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	3	K10C9.3.1.e3
V	WormBase	CDS	1065111	1065264	.	+	1	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	3	
V	WormBase	exon	1065313	1065468	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	4	K10C9.3.1.e4
V	WormBase	CDS	1065313	1065468	.	+	0	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	4	
V	WormBase	exon	1067737	1067908	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	5	K10C9.3.1.e5
V	WormBase	CDS	1067737	1067853	.	+	0	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	5	
V	WormBase	stop_codon	1067854	1067856	.	+	0	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding	5	
V	WormBase	five_prime_utr	1061595	1061596	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	1067857	1067908	.	+	.	rnst-2	WBGene00019624	1	WormBase	protein_coding	K10C9.3.1	WormBase	protein_coding		
V	WormBase	gene	1062588	1064591	.	-	.	str-67	WBGene00006129	1	WormBase	protein_coding					
V	WormBase	transcript	1062588	1064591	.	-	.	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding		
V	WormBase	exon	1064104	1064591	.	-	.	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	1	K10C9.6.1.e1
V	WormBase	CDS	1064104	1064591	.	-	0	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1064589	1064591	.	-	0	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	1	
V	WormBase	exon	1062703	1063151	.	-	.	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	2	K10C9.6.1.e2
V	WormBase	CDS	1062703	1063151	.	-	1	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	2	
V	WormBase	exon	1062588	1062658	.	-	.	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	3	K10C9.6.1.e3
V	WormBase	CDS	1062591	1062658	.	-	2	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	3	
V	WormBase	stop_codon	1062588	1062590	.	-	0	str-67	WBGene00006129	1	WormBase	protein_coding	K10C9.6.1	WormBase	protein_coding	3	
V	WormBase	gene	1065682	1067672	.	-	.	K10C9.7	WBGene00019626	1	WormBase	protein_coding					
V	WormBase	transcript	1065682	1067672	.	-	.	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding		
V	WormBase	exon	1067496	1067672	.	-	.	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding	1	K10C9.7.1.e1
V	WormBase	CDS	1067496	1067541	.	-	0	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding	1	
V	WormBase	start_codon	1067539	1067541	.	-	0	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding	1	
V	WormBase	exon	1067336	1067444	.	-	.	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding	2	K10C9.7.1.e2
V	WormBase	CDS	1067336	1067444	.	-	2	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding	2	
V	WormBase	exon	1066329	1066473	.	-	.	K10C9.7	WBGene00019626	1	WormBase	protein_coding	K10C9.7.1	WormBase	protein_coding	3	K10C9.7.1.e3
