,chr,source,feature,start,end,score,strand,frame,gene_name,gene_id,gene_version,gene_source,gene_biotype,transcript_id,transcript_source,transcript_biotype,exon_number,exon_id
3854,V,WormBase,exon,488645,488924,.,+,.,nhr-211,WBGene00020152,1,WormBase,protein_coding,T01G6.5.1,WormBase,protein_coding,4.0,T01G6.5.1.e4
3856,V,WormBase,exon,488972,489104,.,+,.,nhr-211,WBGene00020152,1,WormBase,protein_coding,T01G6.5.1,WormBase,protein_coding,5.0,T01G6.5.1.e5
3862,V,WormBase,exon,489647,489790,.,+,.,nhr-106,WBGene00003696,1,WormBase,protein_coding,T01G6.4.1,WormBase,protein_coding,1.0,T01G6.4.1.e1
3865,V,WormBase,exon,490009,490142,.,+,.,nhr-106,WBGene00003696,1,WormBase,protein_coding,T01G6.4.1,WormBase,protein_coding,2.0,T01G6.4.1.e2
3867,V,WormBase,exon,490200,490549,.,+,.,nhr-106,WBGene00003696,1,WormBase,protein_coding,T01G6.4.1,WormBase,protein_coding,3.0,T01G6.4.1.e3
3869,V,WormBase,exon,490727,490917,.,+,.,nhr-106,WBGene00003696,1,WormBase,protein_coding,T01G6.4.1,WormBase,protein_coding,4.0,T01G6.4.1.e4
3871,V,WormBase,exon,490971,491250,.,+,.,nhr-106,WBGene00003696,1,WormBase,protein_coding,T01G6.4.1,WormBase,protein_coding,5.0,T01G6.4.1.e5
3873,V,WormBase,exon,491303,491430,.,+,.,nhr-106,WBGene00003696,1,WormBase,protein_coding,T01G6.4.1,WormBase,protein_coding,6.0,T01G6.4.1.e6
3880,V,WormBase,exon,491732,491932,.,+,.,str-196,WBGene00006233,1,WormBase,protein_coding,T01G6.3.1,WormBase,protein_coding,1.0,T01G6.3.1.e1
3883,V,WormBase,exon,492125,492212,.,+,.,str-196,WBGene00006233,1,WormBase,protein_coding,T01G6.3.1,WormBase,protein_coding,2.0,T01G6.3.1.e2
3885,V,WormBase,exon,492259,492337,.,+,.,str-196,WBGene00006233,1,WormBase,protein_coding,T01G6.3.1,WormBase,protein_coding,3.0,T01G6.3.1.e3
3887,V,WormBase,exon,492385,492519,.,+,.,str-196,WBGene00006233,1,WormBase,protein_coding,T01G6.3.1,WormBase,protein_coding,4.0,T01G6.3.1.e4
3889,V,WormBase,exon,492955,493096,.,+,.,str-196,WBGene00006233,1,WormBase,protein_coding,T01G6.3.1,WormBase,protein_coding,5.0,T01G6.3.1.e5
3891,V,WormBase,exon,493213,493641,.,+,.,str-196,WBGene00006233,1,WormBase,protein_coding,T01G6.3.1,WormBase,protein_coding,6.0,T01G6.3.1.e6
3896,V,WormBase,exon,494499,494737,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2a.1,WormBase,protein_coding,1.0,T01G6.2a.1.e1
3899,V,WormBase,exon,494785,494847,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2a.1,WormBase,protein_coding,2.0,T01G6.2a.1.e2
3901,V,WormBase,exon,495007,495065,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2a.1,WormBase,protein_coding,3.0,T01G6.2a.1.e3
3903,V,WormBase,exon,495590,496002,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2a.1,WormBase,protein_coding,4.0,T01G6.2a.1.e4
3905,V,WormBase,exon,496053,496246,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2a.1,WormBase,protein_coding,5.0,T01G6.2a.1.e5
3907,V,WormBase,exon,496833,497287,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2a.1,WormBase,protein_coding,6.0,T01G6.2a.1.e6
3913,V,WormBase,exon,495775,496002,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2b.1,WormBase,protein_coding,1.0,T01G6.2b.1.e1
3916,V,WormBase,exon,496053,496246,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2b.1,WormBase,protein_coding,2.0,T01G6.2a.1.e5
3918,V,WormBase,exon,496833,497287,.,+,.,nhr-131,WBGene00003721,1,WormBase,protein_coding,T01G6.2b.1,WormBase,protein_coding,3.0,T01G6.2a.1.e6
3924,V,WormBase,exon,497839,498108,.,+,.,T01G6.1,WBGene00020151,1,WormBase,protein_coding,T01G6.1.1,WormBase,protein_coding,1.0,T01G6.1.1.e1
3927,V,WormBase,exon,498156,498344,.,+,.,T01G6.1,WBGene00020151,1,WormBase,protein_coding,T01G6.1.1,WormBase,protein_coding,2.0,T01G6.1.1.e2
3929,V,WormBase,exon,498516,498686,.,+,.,T01G6.1,WBGene00020151,1,WormBase,protein_coding,T01G6.1.1,WormBase,protein_coding,3.0,T01G6.1.1.e3
3931,V,WormBase,exon,498734,498943,.,+,.,T01G6.1,WBGene00020151,1,WormBase,protein_coding,T01G6.1.1,WormBase,protein_coding,4.0,T01G6.1.1.e4
3936,V,WormBase,exon,501148,501330,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,1.0,T01G6.9.1.e1
3939,V,WormBase,exon,501014,501101,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,2.0,T01G6.9.1.e2
3941,V,WormBase,exon,500884,500962,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,3.0,T01G6.9.1.e3
3943,V,WormBase,exon,500493,500627,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,4.0,T01G6.9.1.e4
3945,V,WormBase,exon,500284,500437,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,5.0,T01G6.9.1.e5
3947,V,WormBase,exon,499924,500236,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,6.0,T01G6.9.1.e6
3949,V,WormBase,exon,499770,499879,.,-,.,str-256,WBGene00006282,1,WormBase,protein_coding,T01G6.9.1,WormBase,protein_coding,7.0,T01G6.9.1.e7
3954,V,WormBase,exon,502954,503223,.,-,.,T01G6.10,WBGene00020154,1,WormBase,protein_coding,T01G6.10.1,WormBase,protein_coding,1.0,T01G6.10.1.e1
3957,V,WormBase,exon,502607,502795,.,-,.,T01G6.10,WBGene00020154,1,WormBase,protein_coding,T01G6.10.1,WormBase,protein_coding,2.0,T01G6.10.1.e2
3959,V,WormBase,exon,502388,502558,.,-,.,T01G6.10,WBGene00020154,1,WormBase,protein_coding,T01G6.10.1,WormBase,protein_coding,3.0,T01G6.10.1.e3
3961,V,WormBase,exon,502142,502339,.,-,.,T01G6.10,WBGene00020154,1,WormBase,protein_coding,T01G6.10.1,WormBase,protein_coding,4.0,T01G6.10.1.e4
3966,V,WormBase,exon,504028,504227,.,+,.,pqn-60,WBGene00004144,1,WormBase,protein_coding,R11G11.7.1,WormBase,protein_coding,1.0,R11G11.7.1.e1
3969,V,WormBase,exon,504297,504616,.,+,.,pqn-60,WBGene00004144,1,WormBase,protein_coding,R11G11.7.1,WormBase,protein_coding,2.0,R11G11.7.1.e2
3976,V,WormBase,exon,505491,505713,.,+,.,R11G11.6,WBGene00020014,1,WormBase,protein_coding,R11G11.6.1,WormBase,protein_coding,1.0,R11G11.6.1.e1
3979,V,WormBase,exon,505757,506068,.,+,.,R11G11.6,WBGene00020014,1,WormBase,protein_coding,R11G11.6.1,WormBase,protein_coding,2.0,R11G11.6.1.e2
3986,V,WormBase,exon,509538,509803,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,1.0,R11G11.8.e1
3987,V,WormBase,exon,509040,509175,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,2.0,R11G11.8.e2
3988,V,WormBase,exon,508847,508983,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,3.0,R11G11.8.e3
3989,V,WormBase,exon,508675,508798,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,4.0,R11G11.8.e4
3990,V,WormBase,exon,508555,508629,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,5.0,R11G11.8.e5
3991,V,WormBase,exon,508398,508552,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,6.0,R11G11.8.e6
3992,V,WormBase,exon,508112,508343,.,-,.,srw-104,WBGene00005851,1,WormBase,pseudogene,R11G11.8,WormBase,pseudogene,7.0,R11G11.8.e7
3995,V,WormBase,exon,512345,512520,.,-,.,srh-37,WBGene00005260,1,WormBase,protein_coding,R11G11.9.1,WormBase,protein_coding,1.0,R11G11.9.1.e1
3998,V,WormBase,exon,512073,512215,.,-,.,srh-37,WBGene00005260,1,WormBase,protein_coding,R11G11.9.1,WormBase,protein_coding,2.0,R11G11.9.1.e2
4000,V,WormBase,exon,511822,512021,.,-,.,srh-37,WBGene00005260,1,WormBase,protein_coding,R11G11.9.1,WormBase,protein_coding,3.0,R11G11.9.1.e3
4002,V,WormBase,exon,511540,511776,.,-,.,srh-37,WBGene00005260,1,WormBase,protein_coding,R11G11.9.1,WormBase,protein_coding,4.0,R11G11.9.1.e4
4004,V,WormBase,exon,511194,511475,.,-,.,srh-37,WBGene00005260,1,WormBase,protein_coding,R11G11.9.1,WormBase,protein_coding,5.0,R11G11.9.1.e5
4009,V,WormBase,exon,515164,515226,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,1.0,R11G11.10.e1
4010,V,WormBase,exon,514963,515162,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,2.0,R11G11.10.e2
4011,V,WormBase,exon,514248,514383,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,3.0,R11G11.10.e3
4012,V,WormBase,exon,514067,514203,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,4.0,R11G11.10.e4
4013,V,WormBase,exon,513897,514020,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,5.0,R11G11.10.e5
4014,V,WormBase,exon,513616,513851,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,6.0,R11G11.10.e6
4015,V,WormBase,exon,513390,513567,.,-,.,srw-105,WBGene00005852,1,WormBase,pseudogene,R11G11.10,WormBase,pseudogene,7.0,R11G11.10.e7
4018,V,WormBase,exon,517203,517388,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,1.0,R11G11.11.e1
4019,V,WormBase,exon,517128,517201,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,2.0,R11G11.11.e2
4020,V,WormBase,exon,516661,516796,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,3.0,R11G11.11.e3
4021,V,WormBase,exon,516480,516616,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,4.0,R11G11.11.e4
4022,V,WormBase,exon,516307,516430,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,5.0,R11G11.11.e5
4023,V,WormBase,exon,516026,516261,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,6.0,R11G11.11.e6
4024,V,WormBase,exon,515787,515976,.,-,.,srw-106,WBGene00005853,1,WormBase,pseudogene,R11G11.11,WormBase,pseudogene,7.0,R11G11.11.e7
4027,V,WormBase,exon,519394,519601,.,-,.,nhr-210,WBGene00020015,1,WormBase,protein_coding,R11G11.12a.1,WormBase,protein_coding,1.0,R11G11.12a.1.e1
4030,V,WormBase,exon,519286,519344,.,-,.,nhr-210,WBGene00020015,1,WormBase,protein_coding,R11G11.12a.1,WormBase,protein_coding,2.0,R11G11.12a.1.e2
4032,V,WormBase,exon,518738,519174,.,-,.,nhr-210,WBGene00020015,1,WormBase,protein_coding,R11G11.12a.1,WormBase,protein_coding,3.0,R11G11.12a.1.e3
4034,V,WormBase,exon,518267,518460,.,-,.,nhr-210,WBGene00020015,1,WormBase,protein_coding,R11G11.12a.1,WormBase,protein_coding,4.0,R11G11.12a.1.e4
4036,V,WormBase,exon,517851,518220,.,-,.,nhr-210,WBGene00020015,1,WormBase,protein_coding,R11G11.12a.1,WormBase,protein_coding,5.0,R11G11.12a.1.e5
4042,V,WormBase,exon,521352,521617,.,-,.,srw-107,WBGene00005854,1,WormBase,protein_coding,R11G11.13.1,WormBase,protein_coding,1.0,R11G11.13.1.e1
4045,V,WormBase,exon,520783,520926,.,-,.,srw-107,WBGene00005854,1,WormBase,protein_coding,R11G11.13.1,WormBase,protein_coding,2.0,R11G11.13.1.e2
4047,V,WormBase,exon,520603,520737,.,-,.,srw-107,WBGene00005854,1,WormBase,protein_coding,R11G11.13.1,WormBase,protein_coding,3.0,R11G11.13.1.e3
4049,V,WormBase,exon,520429,520552,.,-,.,srw-107,WBGene00005854,1,WormBase,protein_coding,R11G11.13.1,WormBase,protein_coding,4.0,R11G11.13.1.e4
4051,V,WormBase,exon,520109,520344,.,-,.,srw-107,WBGene00005854,1,WormBase,protein_coding,R11G11.13.1,WormBase,protein_coding,5.0,R11G11.13.1.e5
4053,V,WormBase,exon,519852,520047,.,-,.,srw-107,WBGene00005854,1,WormBase,protein_coding,R11G11.13.1,WormBase,protein_coding,6.0,R11G11.13.1.e6
4058,V,WormBase,exon,524124,524218,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,1.0,R11G11.14.1.e1
4061,V,WormBase,exon,523970,524069,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,2.0,R11G11.14.1.e2
4063,V,WormBase,exon,523732,523836,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,3.0,R11G11.14.1.e3
4065,V,WormBase,exon,523319,523683,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,4.0,R11G11.14.1.e4
4067,V,WormBase,exon,522165,522464,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,5.0,R11G11.14.1.e5
4069,V,WormBase,exon,521975,522112,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,6.0,R11G11.14.1.e6
4071,V,WormBase,exon,521702,521928,.,-,.,lipl-3,WBGene00020016,1,WormBase,protein_coding,R11G11.14.1,WormBase,protein_coding,7.0,R11G11.14.1.e7
4078,V,WormBase,exon,525071,525140,.,-,.,R11G11.16,WBGene00255729,1,WormBase,protein_coding,R11G11.16.1,WormBase,protein_coding,1.0,R11G11.16.1.e1
4081,V,WormBase,exon,524796,524983,.,-,.,R11G11.16,WBGene00255729,1,WormBase,protein_coding,R11G11.16.1,WormBase,protein_coding,2.0,R11G11.16.1.e2
4086,V,WormBase,exon,526201,526691,.,-,.,str-54,WBGene00006119,1,WormBase,pseudogene,R11G11.15,WormBase,pseudogene,1.0,R11G11.15.e1
4087,V,WormBase,exon,525666,526158,.,-,.,str-54,WBGene00006119,1,WormBase,pseudogene,R11G11.15,WormBase,pseudogene,2.0,R11G11.15.e2
4090,V,WormBase,exon,527902,527954,.,+,.,srw-108,WBGene00005855,1,WormBase,protein_coding,R11G11.5.1,WormBase,protein_coding,1.0,R11G11.5.1.e1
4093,V,WormBase,exon,528024,528227,.,+,.,srw-108,WBGene00005855,1,WormBase,protein_coding,R11G11.5.1,WormBase,protein_coding,2.0,R11G11.5.1.e2
4095,V,WormBase,exon,528275,528391,.,+,.,srw-108,WBGene00005855,1,WormBase,protein_coding,R11G11.5.1,WormBase,protein_coding,3.0,R11G11.5.1.e3
4097,V,WormBase,exon,528653,528869,.,+,.,srw-108,WBGene00005855,1,WormBase,protein_coding,R11G11.5.1,WormBase,protein_coding,4.0,R11G11.5.1.e4
4102,V,WormBase,exon,529277,529468,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,1.0,R11G11.4.e1
4103,V,WormBase,exon,529514,529579,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,2.0,R11G11.4.e2
4104,V,WormBase,exon,529619,529725,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,3.0,R11G11.4.e3
4105,V,WormBase,exon,529771,529855,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,4.0,R11G11.4.e4
4106,V,WormBase,exon,529857,529955,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,5.0,R11G11.4.e5
4107,V,WormBase,exon,529998,530099,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,6.0,R11G11.4.e6
4108,V,WormBase,exon,530233,530418,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,7.0,R11G11.4.e7
4109,V,WormBase,exon,530420,530557,.,+,.,srj-12,WBGene00005600,1,WormBase,pseudogene,R11G11.4,WormBase,pseudogene,8.0,R11G11.4.e8
4112,V,WormBase,exon,530799,530996,.,+,.,R11G11.3,WBGene00020013,1,WormBase,pseudogene,R11G11.3,WormBase,pseudogene,1.0,R11G11.3.e1
4113,V,WormBase,exon,531143,531319,.,+,.,R11G11.3,WBGene00020013,1,WormBase,pseudogene,R11G11.3,WormBase,pseudogene,2.0,R11G11.3.e2
4114,V,WormBase,exon,531365,531444,.,+,.,R11G11.3,WBGene00020013,1,WormBase,pseudogene,R11G11.3,WormBase,pseudogene,3.0,R11G11.3.e3
4115,V,WormBase,exon,531490,531819,.,+,.,R11G11.3,WBGene00020013,1,WormBase,pseudogene,R11G11.3,WormBase,pseudogene,4.0,R11G11.3.e4
4118,V,WormBase,exon,532290,532460,.,+,.,nhr-58,WBGene00003648,1,WormBase,protein_coding,R11G11.2.1,WormBase,protein_coding,1.0,R11G11.2.1.e1
4121,V,WormBase,exon,532507,532569,.,+,.,nhr-58,WBGene00003648,1,WormBase,protein_coding,R11G11.2.1,WormBase,protein_coding,2.0,R11G11.2.1.e2
4123,V,WormBase,exon,532618,532676,.,+,.,nhr-58,WBGene00003648,1,WormBase,protein_coding,R11G11.2.1,WormBase,protein_coding,3.0,R11G11.2.1.e3
4125,V,WormBase,exon,532974,533248,.,+,.,nhr-58,WBGene00003648,1,WormBase,protein_coding,R11G11.2.1,WormBase,protein_coding,4.0,R11G11.2.1.e4
4127,V,WormBase,exon,533304,533614,.,+,.,nhr-58,WBGene00003648,1,WormBase,protein_coding,R11G11.2.1,WormBase,protein_coding,5.0,R11G11.2.1.e5
4129,V,WormBase,exon,533665,534064,.,+,.,nhr-58,WBGene00003648,1,WormBase,protein_coding,R11G11.2.1,WormBase,protein_coding,6.0,R11G11.2.1.e6
4136,V,WormBase,exon,534446,534614,.,+,.,nhr-132,WBGene00003722,1,WormBase,protein_coding,R11G11.1.1,WormBase,protein_coding,1.0,R11G11.1.1.e1
4139,V,WormBase,exon,534658,534791,.,+,.,nhr-132,WBGene00003722,1,WormBase,protein_coding,R11G11.1.1,WormBase,protein_coding,2.0,R11G11.1.1.e2
4141,V,WormBase,exon,534843,535243,.,+,.,nhr-132,WBGene00003722,1,WormBase,protein_coding,R11G11.1.1,WormBase,protein_coding,3.0,R11G11.1.1.e3
4143,V,WormBase,exon,535286,535479,.,+,.,nhr-132,WBGene00003722,1,WormBase,protein_coding,R11G11.1.1,WormBase,protein_coding,4.0,R11G11.1.1.e4
4145,V,WormBase,exon,535744,536014,.,+,.,nhr-132,WBGene00003722,1,WormBase,protein_coding,R11G11.1.1,WormBase,protein_coding,5.0,R11G11.1.1.e5
4147,V,WormBase,exon,536063,536226,.,+,.,nhr-132,WBGene00003722,1,WormBase,protein_coding,R11G11.1.1,WormBase,protein_coding,6.0,R11G11.1.1.e6
4154,V,WormBase,exon,536628,536815,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5a.1,WormBase,protein_coding,1.0,C14C6.5a.1.e1
4157,V,WormBase,exon,536994,537167,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5a.1,WormBase,protein_coding,2.0,C14C6.5a.1.e2
4159,V,WormBase,exon,537215,537418,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5a.1,WormBase,protein_coding,3.0,C14C6.5a.1.e3
4165,V,WormBase,exon,536630,536803,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.2,WormBase,protein_coding,1.0,C14C6.5b.2.e1
4166,V,WormBase,exon,536994,537167,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.2,WormBase,protein_coding,2.0,C14C6.5b.1.e1
4169,V,WormBase,exon,537215,537417,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.2,WormBase,protein_coding,3.0,C14C6.5b.1.e2
4176,V,WormBase,exon,536630,536808,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.3,WormBase,protein_coding,1.0,C14C6.5b.3.e1
4177,V,WormBase,exon,536832,536838,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.3,WormBase,protein_coding,2.0,C14C6.5b.3.e2
4178,V,WormBase,exon,536994,537167,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.3,WormBase,protein_coding,3.0,C14C6.5b.1.e1
4181,V,WormBase,exon,537215,537417,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.3,WormBase,protein_coding,4.0,C14C6.5b.1.e2
4189,V,WormBase,exon,536772,536815,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.4,WormBase,protein_coding,1.0,C14C6.5b.4.e1
4190,V,WormBase,exon,537001,537167,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.4,WormBase,protein_coding,2.0,C14C6.5b.4.e2
4193,V,WormBase,exon,537215,537417,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.4,WormBase,protein_coding,3.0,C14C6.5b.1.e2
4200,V,WormBase,exon,536994,537167,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.1,WormBase,protein_coding,1.0,C14C6.5b.1.e1
4203,V,WormBase,exon,537215,537417,.,+,.,C14C6.5,WBGene00015759,1,WormBase,protein_coding,C14C6.5b.1,WormBase,protein_coding,2.0,C14C6.5b.1.e2
4210,V,WormBase,exon,539460,539475,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,1.0,C14C6.4.1.e1
4213,V,WormBase,exon,539616,539765,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,2.0,C14C6.4.1.e2
4215,V,WormBase,exon,539817,539882,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,3.0,C14C6.4.1.e3
4217,V,WormBase,exon,539931,540014,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,4.0,C14C6.4.1.e4
4219,V,WormBase,exon,540204,540415,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,5.0,C14C6.4.1.e5
4221,V,WormBase,exon,540733,540959,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,6.0,C14C6.4.1.e6
4223,V,WormBase,exon,541006,541207,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,7.0,C14C6.4.1.e7
4225,V,WormBase,exon,541256,541330,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,8.0,C14C6.4.1.e8
4227,V,WormBase,exon,541380,541485,.,+,.,nhr-155,WBGene00015758,1,WormBase,protein_coding,C14C6.4.1,WormBase,protein_coding,9.0,C14C6.4.1.e9
4233,V,WormBase,exon,543469,543529,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,1.0,C14C6.3.1.e1
4236,V,WormBase,exon,543584,543694,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,2.0,C14C6.3.1.e2
4238,V,WormBase,exon,543741,543901,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,3.0,C14C6.3.1.e3
4240,V,WormBase,exon,544241,544357,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,4.0,C14C6.3.1.e4
4242,V,WormBase,exon,544406,544506,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,5.0,C14C6.3.1.e5
4244,V,WormBase,exon,544557,544657,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,6.0,C14C6.3.1.e6
4246,V,WormBase,exon,544828,544934,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,7.0,C14C6.3.1.e7
4248,V,WormBase,exon,544977,545067,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,8.0,C14C6.3.1.e8
4250,V,WormBase,exon,545116,545210,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,9.0,C14C6.3.1.e9
4252,V,WormBase,exon,545261,545359,.,+,.,C14C6.3,WBGene00015757,1,WormBase,protein_coding,C14C6.3.1,WormBase,protein_coding,10.0,C14C6.3.1.e10
4257,V,WormBase,exon,547928,548080,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,1.0,C14C6.6.1.e1
4260,V,WormBase,exon,547702,547876,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,2.0,C14C6.6.1.e2
4262,V,WormBase,exon,547244,547435,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,3.0,C14C6.6.1.e3
4264,V,WormBase,exon,547011,547195,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,4.0,C14C6.6.1.e4
4266,V,WormBase,exon,546694,546944,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,5.0,C14C6.6.1.e5
4268,V,WormBase,exon,546536,546645,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,6.0,C14C6.6.1.e6
4270,V,WormBase,exon,546395,546491,.,-,.,C14C6.6,WBGene00015760,1,WormBase,protein_coding,C14C6.6.1,WormBase,protein_coding,7.0,C14C6.6.1.e7
